"Company Name","Country","Industry","Employee Range","Revenue Range","Time spent","Pages viewed","Domain","Initial Page seen","Campaign","Channel"
"The Influence Agency","Canada","Business Services","20 - 49","$10M - $25M","2s","","theinfluenceagency.com","www.factors.ai/blog/google-search-marketing-in-2022-keyword-matching","$none","Organic Search"
"Pinterest Careers","India","Software and Technology","5,000 - 9,999","$250M - $500M","2s","","pinterestcareers.com","www.factors.ai/customers","$none","Direct"
"Erasmith Technologies Pvt Ltd","India","Software and Technology","20 - 49","$1M - $5M","2s","","erasmith.com","www.factors.ai","$none","Direct"
"UWorld","United States","Education","250 - 499","$50M - $100M","2s","","uworld.com","www.factors.ai/blog/content-marketing-roi-mistakes","$none","Organic Search"
"Vahan","India","Software and Technology","20 - 49","$1M - $5M","2s","","vahan.co","staging-app.factors.ai","$none","Direct"
"Connectwise","India","Software and Technology","500 - 999","$100M - $250M","2s","","connectwise.com","www.factors.ai","$none","Direct"
"James Tool Machine & Engineering","United States","Manufacturing","100 - 249","$10M - $25M","2s","","jamestool.com","www.factors.ai/competitors/leadfeeder","TD_Search_US_Deanon_Competition","Paid Search"
"MetaCompliance","United Kingdom","Software and Technology","100 - 249","$50M - $100M","2s","","metacompliance.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"AEGIS Hedging Solutions","United States","Financial Services","20 - 49","$1M - $5M","2s","","aegis-hedging.com","www.factors.ai/blog/hockeystack-alternatives","$none","Organic Search"
"Wichita State University","United States","Education","1,000 - 4,999","$250M - $500M","2s","","wichita.edu","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Northeastern University","United States","Education","1,000 - 4,999","$1B - $2.5B","2s","","northeastern.edu","www.factors.ai/competitors/leadfeeder","TD_Search_US_Deanon_Competition","Paid Search"
"Abley","New Zealand","Business Services","50 - 99","$5M - $10M","2s","","abley.com","www.factors.ai","$none","Direct"
"Safeguard Global","India","Business Services","500 - 999","$250M - $500M","2s","","safeguardglobal.com","www.factors.ai","$none","Direct"
"TD Canada Trust","Canada","Financial Services","1,000 - 4,999","$500M - $1B","2s","","tdcanadatrust.com","www.factors.ai","$none","Direct"
"NSRIT","India","Education","10 - 19","$1M - $5M","2s","","nsrit.edu.in","www.factors.ai/pricing","$none","Direct"
"Comcast Corporation","United States","Telecommunications","10,000+","$5B+","2s","","comcast.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Morris, Nichols, Arsht & Tunnell LLP","United States","Business Services","100 - 249","$50M - $100M","2s","","mnat.com","www.factors.ai/blog/what-is-account-based-marketing-abm","$none","Referral"
"Netradyne","India","Software and Technology","250 - 499","$10M - $25M","2s","","netradyne.com","www.factors.ai","$none","Direct"
"Technip Energies NV","India","Manufacturing","10,000+","$5B+","2s","","technipenergies.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Burrow","United States","Furniture","20 - 49","$10M - $25M","2s","","burrow.com","www.factors.ai/blog/visitor-identification-software","$none","Organic Search"
"EURO ACCOUNTING LIMITED","United Kingdom","Financial Services","10 - 19","$1 - $1M","2s","","euro-accounting.com","www.factors.ai","$none","Direct"
"Vitel Global Communications","India","Telecommunications","100 - 249","$25M - $50M","2s","","vitelglobal.com","www.factors.ai/competitors/leadfeeder","TD_Search_India_Deanon_Competition","Paid Search"
"Dialpad","India","Telecommunications","1,000 - 4,999","$250M - $500M","2s","","dialpad.com","www.factors.ai/blog/content-marketing-trends-local-seo","$none","Direct"
"ZoomInfo","United States","Software and Technology","1,000 - 4,999","$1B - $2.5B","2s","","zoominfo.com","www.factors.ai/competitors/leadfeeder","TD_Search_US_Deanon_Competition","Paid Search"
"Studyplus","Japan","Software and Technology","10 - 19","$5M - $10M","2s","","studyplus.jp","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Benepik","India","Business Services","20 - 49","$10M - $25M","2s","","benepik.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"The Standard","United States","Financial Services","1,000 - 4,999","$2.5B - $5B","2s","","standard.com","www.factors.ai/blog/what-is-revenue-attribution","$none","Organic Search"
"DIRAK","United States","Manufacturing","500 - 999","$50M - $100M","2s","","dirak.com","www.factors.ai/blog/identify-website-visitors","$none","Organic Search"
"Touchwood Entertainment Ltd","India","Retail and Distribution","20 - 49","$1M - $5M","2s","","touchwood.in","www.factors.ai","$none","Organic Search"
"NatWest","India","Financial Services","10,000+","$5B+","2s","","natwest.com","www.factors.ai","$none","Direct"
"Lead Forensics","United States","Business Services","250 - 499","$50M - $100M","2s","","leadforensics.com","www.factors.ai/blog/leadfeeder-vs-factors-ai","$none","Direct"
"Be U Salons","India","Consumer Goods and Services","20 - 49","$10M - $25M","2s","","beusalons.com","www.factors.ai","$none","Direct"
"Mindware","United Arab Emirates","Software and Technology","100 - 249","$50M - $100M","2s","","mindware.net","www.factors.ai/versus/leadfeeder","TD_Search_Remarketing_Competitors","Paid Search"
"Lusha","United States","Software and Technology","250 - 499","$25M - $50M","2s","","lusha.com","www.factors.ai","$none","Direct"
"Hardy Diagnostics","United States","Manufacturing","250 - 499","$50M - $100M","2s","","hardydiagnostics.com","www.factors.ai/blog/what-is-revenue-attribution","$none","Organic Search"
"Central Michigan University","United States","Education","1,000 - 4,999","$250M - $500M","2s","","cmich.edu","www.factors.ai/blog/the-ultimate-guide-to-product-led-growth-a-framework-for-growth-that-sticks","$none","Organic Search"
"Mphasis","United States","Software and Technology","10,000+","$1B - $2.5B","2s","","mphasis.com","www.factors.ai/blog/top-7-marketing-attribution-tools","$none","Organic Search"
"Albarrie","Canada","Manufacturing","100 - 249","$50M - $100M","2s","","albarrie.com","www.factors.ai/competitors/leadfeeder","TD_Search_US_Deanon_Competition","Paid Search"
"Slovak University Of Technology","Slovakia","Education","100 - 249","$100M - $250M","2s","","stuba.sk","www.factors.ai/blog/content-marketing-analytics-tools","$none","Organic Search"
"ASAPP","United States","Software and Technology","250 - 499","$50M - $100M","2s","","asapp.com","www.factors.ai/blog/visitor-identification-software","$none","Organic Search"
"Bizkit Havas","Sweden","Business Services","50 - 99","$1M - $5M","2s","","bizkithavas.se","www.factors.ai/blog/types-of-attribution-models","$none","Organic Search"
"AJAX NETWORK SOLUTIONS","India","Software and Technology","20 - 49","$10M - $25M","2s","","ajaxnetworksolutions.com","www.factors.ai","$none","Direct"
"Edpuzzle","United States","Business Services","20 - 49","$1M - $5M","2s","","edpuzzle.com","www.factors.ai/blog/italy-bans-google-analytics","$none","Organic Search"
"L. B. Hall Enterprises, Inc.","United States","Construction","10 - 19","$1M - $5M","2s","","lbhall.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"TECH GROUP","United Arab Emirates","Construction","1,000 - 4,999","$250M - $500M","2s","","techgroup.ae","www.factors.ai/blog/buyer-intent-for-abm","$none","Organic Search"
"ANATOLE INVESTMENT MANAGEMENT","People's Republic of China","Financial Services","20 - 49","$5M - $10M","2s","","anatole-inv.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"50 Bubbles","United States","Business Services","10 - 19","$1M - $5M","2s","","50bubbles.com","www.factors.ai/versus/lead-forensics","TD_Search_US_Deanon_Competition_Others","Paid Search"
"HubSpot","Ireland","Software and Technology","5,000 - 9,999","$1B - $2.5B","2s","","hubspot.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"LPL Financial Holdings, Inc.","United States","Financial Services","5,000 - 9,999","$5B+","2s","","lpl.com","www.factors.ai/blog/lead-generation-vs-demand-generation","$none","Organic Search"
"FURUNO LIMITED","United Kingdom","Manufacturing","20 - 49","$10M - $25M","2s","","furuno.co.uk","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"The University Of Texas At Dallas","United States","Education","1,000 - 4,999","$500M - $1B","2s","","utdallas.edu","www.factors.ai/versus/dealfront","$none","Direct"
"MYFUNDBOX","India","Software and Technology","10 - 19","$1M - $5M","2s","","myfundbox.com","www.factors.ai/blog/hockeystack-alternatives","$none","Organic Search"
"Hawksford","United Kingdom","Financial Services","250 - 499","$10M - $25M","2s","","hawksford.com","app.factors.ai/login","$none","Direct"
"Sacramento City Unified School District","United States","Education","1,000 - 4,999","$500M - $1B","2s","","scusd.edu","www.factors.ai/blog/customer-acquisition-funnel","$none","Organic Search"
"Puppet","United Kingdom","Software and Technology","500 - 999","$100M - $250M","2s","","puppet.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Walt Disney Company","United States","Media and Entertainment","10,000+","$5B+","2s","","disney.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Virtual Employee","India","Business Services","1,000 - 4,999","$500M - $1B","2s","","virtualemployee.com","www.factors.ai/blog/intent-to-insight-optimizing-demo-conversions","$none","Organic Search"
"Fiddler","United States","Software and Technology","50 - 99","$5M - $10M","2s","","fiddler.ai","www.factors.ai","$none","Organic Search"
"Britam","Kenya","Financial Services","500 - 999","$250M - $500M","2s","","britam.com","www.factors.ai/blog/revenue-forecasting-models","$none","Organic Search"
"Indian Association For The Blind","India","Government","20 - 49","$50M - $100M","2s","","theiab.org","www.factors.ai/versus/leadfeeder","TD_Search_India_Deanon_Competition","Paid Search"
"Abhinav Rastogi","India","Healthcare and Medical","100 - 249","$1M - $5M","2s","","caplineservices.com","www.factors.ai","$none","Organic Search"
"Bezalel","Israel","Education","500 - 999","$250M - $500M","2s","","bezalel.ac.il","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Esentire","Canada","Software and Technology","500 - 999","$50M - $100M","2s","","esentire.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"American Fidelity Assurance","United States","Financial Services","1,000 - 4,999","$1B - $2.5B","2s","","americanfidelity.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Queens University Of Charlotte","United States","Education","1,000 - 4,999","$50M - $100M","2s","","queens.edu","www.factors.ai/blog/revenue-forecasting-models","$none","Organic Search"
"STIR","United States","Business Services","20 - 49","$10M - $25M","2s","","stirstuff.com","app.factors.ai","$none","Direct"
"Concentrix Corporation","India","Business Services","10,000+","$5B+","2s","","concentrix.com","www.factors.ai","$none","Direct"
"Kulfi Collective","India","Media and Entertainment","20 - 49","$10M - $25M","2s","","kulficollective.com","www.factors.ai","$none","Direct"
"BlackCart","United States","Software and Technology","20 - 49","$1M - $5M","2s","","blackcart.co","www.factors.ai/versus/lead-forensics","TD_Search_US_Deanon_Competition_Others","Paid Search"
"AAKASH INFORMATICS Pvt Ltd","India","Software and Technology","10 - 19","$1M - $5M","2s","","aakashinformatics.com","www.factors.ai/versus/leadfeeder","TD_Search_India_Deanon_Competition","Paid Search"
"Binary Systems Pvt Ltd","India","Software and Technology","250 - 499","$none","2s","","binaryindia.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"Antigua Commercial Bank","Trinidad and Tobago","Financial Services","50 - 99","$10M - $25M","2s","","acbonline.com","app.factors.ai/login","$none","Direct"
"ANDYWEISSCOM","United States","Education","500 - 999","$1M - $5M","2s","","andyweiss.com","www.factors.ai/library/b2b-marketing-analytics","$none","Organic Search"
"Adobe, Inc.","India","Software and Technology","10,000+","$5B+","2s","","adobe.com","www.factors.ai","$none","Direct"
"TeleCMI","India","Telecommunications","20 - 49","$1M - $5M","2s","","telecmi.com","www.factors.ai","$none","Organic Search"
"Harbor Freight Tools","United States","Retail and Distribution","10,000+","$5B+","2s","","harborfreight.com","www.factors.ai/blog/stages-of-the-customer-journey","$none","Organic Search"
"SECONCLOUD IT SERVICES PVT LTD","India","Software and Technology","20 - 49","$1M - $5M","2s","","seconcloud.com","www.factors.ai","$none","Direct"
"Graphite India Limited","India","Manufacturing","1,000 - 4,999","$250M - $500M","2s","","graphiteindia.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Voit Real Estate Services","United States","Real Estate","250 - 499","$250M - $500M","2s","","voitco.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Vishwakarma Institute Of Technology","United States","Education","500 - 999","$100M - $250M","2s","","vit.edu","www.factors.ai","$none","Direct"
"Cinch IT","United States","Software and Technology","20 - 49","$1M - $5M","2s","","cinchit.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"Business Computer Systems","Belize","Software and Technology","20 - 49","$1M - $5M","2s","","bcsbelize.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"FMI","United States","Business Services","100 - 249","$50M - $100M","2s","","fmicorp.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"PA Media Group","United States","Media and Entertainment","100 - 249","$10M - $25M","2s","","pennlive.com","www.factors.ai/versus/lead-forensics","TD_Search_US_Deanon_Competition_Others","Paid Search"
"NEERAJ","India","Real Estate","20 - 49","$5M - $10M","2s","","neerajco.in","www.factors.ai","$none","Direct"
"iLobby","Canada","Software and Technology","50 - 99","$5M - $10M","2s","","ilobby.com","www.factors.ai/data-processing-agreement","$none","Organic Search"
"Gitam University","India","Education","1,000 - 4,999","$50M - $100M","2s","","gitam.in","www.factors.ai","$none","Organic Search"
"Devflovv","Pakistan","$none","20 - 49","$10M - $25M","2s","","devflovv.com","www.factors.ai/blog/zoominfo-pricing","$none","Organic Search"
"iQuanti","United States","Business Services","500 - 999","$10M - $25M","2s","","iquanti.com","www.factors.ai/blog/content-ecosystem","$none","Organic Search"
